customer_id,gender,Age,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car
2951,Male,42.0,13,Community Outreach Specialist,Financial Services,High Net Worth,No
2952,Female,45.0,28,Senior Developer,Manufacturing,High Net Worth,Yes
2953,Male,47.0,45,Recruiting Manager,Health,High Net Worth,Yes
2954,Female,46.0,23,Pharmacist,Health,Mass Customer,No
2955,Male,30.0,74,Community Outreach Specialist,Financial Services,High Net Worth,No
2956,Male,60.0,17,Quality Control Specialist,Telecommunications,Mass Customer,Yes
2958,Male,44.0,10,Health Coach II,Manufacturing,Affluent Customer,Yes
2959,Female,66.0,1,Registered Nurse,Health,Mass Customer,Yes
2960,Female,43.0,6,Design Engineer,Property,Mass Customer,Yes
2961,Male,45.0,56,Assistant Manager,Health,Mass Customer,Yes
2964,Female,46.0,36,Product Engineer,Telecommunications,Mass Customer,Yes
2966,Female,51.0,81,Dental Hygienist,Health,Mass Customer,Yes
2967,Male,40.0,60,Social Worker,Health,Affluent Customer,Yes
2968,Male,42.0,38,Human Resources Assistant III,Retail,High Net Worth,No
2970,Female,27.0,64,Software Consultant,Financial Services,Mass Customer,No
2971,Female,52.0,5,Marketing Assistant,Manufacturing,High Net Worth,Yes
2973,Male,48.0,34,Senior Developer,Health,High Net Worth,No
2974,Female,44.0,1,Engineer IV,Financial Services,High Net Worth,No
2975,Female,39.0,67,Senior Cost Accountant,Financial Services,Mass Customer,No
2976,Male,55.0,16,Tax Accountant,Health,Mass Customer,Yes
2978,Male,46.0,96,Programmer IV,Manufacturing,Affluent Customer,No
2979,Female,43.0,39,Tax Accountant,Retail,Mass Customer,No
2980,Female,40.0,27,Chemical Engineer,Manufacturing,Mass Customer,No
2981,Male,40.0,26,Sales Representative,Retail,High Net Worth,Yes
2982,Female,37.0,30,Senior Cost Accountant,Financial Services,Mass Customer,Yes
2983,Male,35.0,2,Human Resources Manager,Retail,Mass Customer,Yes
2984,Female,61.0,48,Payment Adjustment Coordinator,Manufacturing,Mass Customer,Yes
2985,Male,33.0,69,Sales Representative,Retail,Affluent Customer,Yes
2990,Male,42.0,65,GIS Technical Architect,Argiculture,High Net Worth,No
2991,Female,55.0,48,Desktop Support Technician,Financial Services,Mass Customer,No
2992,Female,46.0,26,Clinical Specialist,Health,Mass Customer,Yes
2993,Female,25.0,85,Graphic Designer,Financial Services,Affluent Customer,No
2994,Female,43.0,26,Accountant II,Manufacturing,Mass Customer,Yes
2996,Female,53.0,67,Cost Accountant,Financial Services,Mass Customer,No
2997,Female,47.0,57,Computer Systems Analyst II,Health,Affluent Customer,No
2998,Female,19.0,34,Nurse Practicioner,Manufacturing,High Net Worth,Yes
3000,Male,46.0,28,Compensation Analyst,Financial Services,Affluent Customer,No
3001,Male,42.0,48,Engineer IV,Argiculture,Mass Customer,No
3002,Male,63.0,62,Paralegal,Financial Services,Mass Customer,Yes
3003,Female,57.0,72,Web Developer I,Retail,Mass Customer,Yes
3004,Male,65.0,82,Research Assistant II,Health,Mass Customer,Yes
3005,Male,51.0,36,Human Resources Manager,Property,Affluent Customer,Yes
3007,Male,47.0,38,Environmental Tech,Manufacturing,Mass Customer,No
3013,Female,51.0,94,Office Assistant III,Property,High Net Worth,No
3015,Female,19.0,25,Assistant Manager,Retail,Affluent Customer,No
3016,Male,34.0,25,Analog Circuit Design manager,Financial Services,High Net Worth,No
3017,Male,64.0,88,Operator,Financial Services,Affluent Customer,No
3019,Male,34.0,98,Community Outreach Specialist,Manufacturing,Affluent Customer,Yes
3020,Male,54.0,13,Chemical Engineer,Manufacturing,High Net Worth,Yes
3023,Female,25.0,37,Accountant I,IT,High Net Worth,Yes
3025,Male,43.0,27,Compensation Analyst,Financial Services,Mass Customer,Yes
3026,Female,31.0,11,Account Representative III,Property,Mass Customer,Yes
3027,Male,42.0,83,Research Nurse,Health,Mass Customer,Yes
3028,Female,63.0,67,General Manager,Manufacturing,High Net Worth,No
3029,Male,41.0,85,Business Systems Development Analyst,Manufacturing,Mass Customer,No
3030,Female,22.0,68,Technical Writer,Manufacturing,Affluent Customer,No
3031,Male,24.0,95,Staff Scientist,Health,Mass Customer,Yes
3032,Male,27.0,53,Analog Circuit Design manager,Health,Affluent Customer,Yes
3035,Male,40.0,98,Associate Professor,Health,High Net Worth,No
3036,Female,43.0,24,Business Systems Development Analyst,Property,Affluent Customer,Yes
3037,Female,48.0,30,Legal Assistant,Financial Services,High Net Worth,Yes
3040,Female,53.0,87,General Manager,Retail,Mass Customer,No
3041,Female,46.0,20,Physical Therapy Assistant,Retail,Mass Customer,Yes
3044,Male,30.0,59,Occupational Therapist,Health,Affluent Customer,Yes
3045,Male,23.0,52,Cost Accountant,Financial Services,Affluent Customer,Yes
3046,Female,55.0,53,Programmer Analyst III,Manufacturing,Affluent Customer,No
3047,Male,58.0,20,Speech Pathologist,Retail,Mass Customer,Yes
3048,Male,51.0,38,Legal Assistant,Manufacturing,Mass Customer,No
3054,Female,54.0,94,Operator,Manufacturing,Affluent Customer,No
3056,Female,52.0,43,Health Coach II,Entertainment,Mass Customer,No
3058,Male,33.0,67,Human Resources Manager,Manufacturing,Mass Customer,Yes
3060,Male,37.0,28,VP Accounting,Financial Services,Mass Customer,Yes
3061,Female,29.0,51,Office Assistant IV,Manufacturing,Affluent Customer,Yes
3062,Male,57.0,78,Civil Engineer,Manufacturing,Mass Customer,No
3063,Male,20.0,74,VP Sales,Financial Services,Affluent Customer,No
3064,Male,24.0,96,Product Engineer,Financial Services,Affluent Customer,Yes
3065,Female,42.0,88,Recruiter,Financial Services,High Net Worth,Yes
3066,Female,25.0,29,Paralegal,Financial Services,Affluent Customer,Yes
3067,Female,29.0,8,Chief Design Engineer,Manufacturing,Mass Customer,Yes
3068,Female,29.0,88,Automation Specialist I,Manufacturing,Affluent Customer,No
3069,Female,31.0,59,Senior Cost Accountant,Financial Services,Affluent Customer,No
3070,Female,21.0,74,Account Executive,Health,Affluent Customer,Yes
3071,Female,30.0,59,Assistant Media Planner,Entertainment,Mass Customer,Yes
3072,Male,41.0,87,Chemical Engineer,Manufacturing,Mass Customer,Yes
3073,Male,53.0,16,Nurse,Telecommunications,Affluent Customer,No
3074,Male,51.0,31,VP Quality Control,Health,Mass Customer,Yes
3076,Female,28.0,9,Professor,Health,Mass Customer,Yes
3077,Male,19.0,19,Information Systems Manager,Manufacturing,Affluent Customer,No
3078,Female,37.0,54,Safety Technician III,Retail,Mass Customer,No
3079,Male,60.0,34,Legal Assistant,Retail,Mass Customer,Yes
3080,Male,61.0,87,Graphic Designer,Financial Services,High Net Worth,No
3084,Female,60.0,57,Staff Scientist,Financial Services,Affluent Customer,Yes
3087,Male,34.0,64,Social Worker,Health,Mass Customer,No
3089,Male,20.0,27,Web Developer III,Manufacturing,Affluent Customer,Yes
3090,Male,55.0,81,Operator,Manufacturing,Mass Customer,No
3091,Female,24.0,88,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,Yes
3093,Male,28.0,31,Mechanical Systems Engineer,Property,High Net Worth,Yes
3096,Female,46.0,32,Associate Professor,Financial Services,Mass Customer,No
3097,Male,42.0,2,Actuary,Financial Services,Affluent Customer,Yes
3098,Female,39.0,77,Dental Hygienist,Health,Mass Customer,No
3101,Male,32.0,68,Geological Engineer,Manufacturing,High Net Worth,No
3102,Male,30.0,37,Assistant Manager,Property,Affluent Customer,No
3103,Female,66.0,5,Safety Technician II,Retail,Mass Customer,No
3104,Female,25.0,19,Business Systems Development Analyst,Property,Mass Customer,Yes
3105,Male,54.0,88,Teacher,Health,Mass Customer,No
3109,Female,61.0,75,Automation Specialist II,Health,Mass Customer,Yes
3110,Male,26.0,14,Community Outreach Specialist,IT,Affluent Customer,Yes
3111,Male,23.0,42,Associate Professor,Financial Services,Mass Customer,Yes
3112,Male,19.0,41,Internal Auditor,Retail,High Net Worth,Yes
3113,Female,50.0,52,Teacher,Property,Mass Customer,Yes
3114,Male,45.0,48,Teacher,IT,Mass Customer,Yes
3115,Male,39.0,40,Nuclear Power Engineer,Manufacturing,Mass Customer,No
3117,Female,24.0,68,Cost Accountant,Financial Services,Affluent Customer,Yes
3118,Male,27.0,54,Occupational Therapist,Health,High Net Worth,No
3120,Female,41.0,89,Clinical Specialist,Health,Mass Customer,Yes
3121,Male,61.0,82,Data Coordiator,Manufacturing,Mass Customer,No
3123,Female,43.0,71,Dental Hygienist,Health,High Net Worth,No
3124,Female,39.0,73,Account Executive,Retail,High Net Worth,Yes
3125,Female,41.0,2,Social Worker,Health,High Net Worth,Yes
3126,Male,33.0,7,Statistician IV,Financial Services,High Net Worth,No
3127,Male,49.0,39,Research Nurse,Health,Mass Customer,No
3128,Female,54.0,96,Geological Engineer,Manufacturing,High Net Worth,Yes
3129,Female,64.0,44,Analog Circuit Design manager,Property,High Net Worth,Yes
3130,Female,49.0,53,VP Product Management,Telecommunications,Mass Customer,No
3132,Male,45.0,33,Sales Representative,Retail,Mass Customer,Yes
3133,Female,21.0,89,Quality Control Specialist,Manufacturing,Mass Customer,No
3135,Male,58.0,83,Staff Scientist,Financial Services,Mass Customer,No
3136,Male,21.0,60,Marketing Manager,Retail,Mass Customer,Yes
3138,Male,49.0,34,Paralegal,Financial Services,Mass Customer,Yes
3139,Male,46.0,65,Paralegal,Financial Services,High Net Worth,Yes
3140,Female,34.0,2,Legal Assistant,Manufacturing,High Net Worth,No
3141,Female,24.0,92,Associate Professor,Retail,Mass Customer,Yes
3142,Male,27.0,98,Electrical Engineer,Manufacturing,Mass Customer,No
3143,Female,23.0,0,Chief Design Engineer,Manufacturing,Mass Customer,No
3144,Male,41.0,94,Programmer Analyst III,Manufacturing,Mass Customer,Yes
3145,Male,41.0,17,Paralegal,Financial Services,High Net Worth,Yes
3146,Female,42.0,79,Project Manager,Property,Mass Customer,No
3152,Female,20.0,6,Teacher,Financial Services,High Net Worth,Yes
3153,Female,46.0,87,Compensation Analyst,Financial Services,High Net Worth,No
3154,Female,62.0,63,Desktop Support Technician,Telecommunications,Mass Customer,Yes
3155,Female,43.0,88,Office Assistant I,IT,Affluent Customer,Yes
3158,Male,50.0,27,VP Quality Control,Telecommunications,Mass Customer,Yes
3160,Male,41.0,87,Mechanical Systems Engineer,IT,Mass Customer,No
3162,Female,42.0,76,Media Manager IV,Argiculture,Mass Customer,Yes
3163,Male,52.0,38,Environmental Specialist,Argiculture,Affluent Customer,No
3164,Female,34.0,53,Human Resources Assistant II,Manufacturing,Mass Customer,Yes
3165,Female,45.0,56,Business Systems Development Analyst,Manufacturing,Affluent Customer,Yes
3166,Male,65.0,96,Social Worker,Health,Mass Customer,No
3167,Male,25.0,36,Web Designer IV,Property,Mass Customer,No
3168,Male,44.0,89,Assistant Manager,Health,Affluent Customer,No
3169,Male,56.0,96,Payment Adjustment Coordinator,IT,Mass Customer,Yes
3170,Female,52.0,67,Nurse Practicioner,Entertainment,Mass Customer,No
3174,Female,43.0,67,Research Associate,Financial Services,Affluent Customer,No
3175,Male,35.0,82,Operator,Health,Mass Customer,No
3178,Male,48.0,21,VP Quality Control,Retail,Mass Customer,Yes
3179,Male,40.0,87,Assistant Media Planner,Entertainment,Affluent Customer,Yes
3181,Male,43.0,39,Senior Editor,Financial Services,High Net Worth,No
3183,Male,45.0,64,Junior Executive,Health,Mass Customer,No
3184,Female,43.0,2,Civil Engineer,Manufacturing,Affluent Customer,Yes
3185,Male,64.0,25,Senior Financial Analyst,Financial Services,Mass Customer,No
3187,Male,46.0,75,Senior Quality Engineer,Financial Services,Mass Customer,Yes
3189,Male,57.0,40,Environmental Specialist,Financial Services,Mass Customer,No
3191,Female,60.0,29,Director of Sales,Financial Services,Affluent Customer,Yes
3192,Female,51.0,37,Payment Adjustment Coordinator,Financial Services,High Net Worth,Yes
3193,Female,41.0,6,Web Designer IV,Property,High Net Worth,No
3194,Male,42.0,38,Physical Therapy Assistant,Manufacturing,Mass Customer,No
3195,Female,39.0,4,Tax Accountant,Manufacturing,Mass Customer,No
3196,Female,42.0,11,Engineer IV,Health,Mass Customer,No
3197,Male,44.0,83,Environmental Specialist,Health,High Net Worth,No
3198,Male,22.0,66,Media Manager III,Manufacturing,Mass Customer,Yes
3201,Male,20.0,61,Assistant Professor,Financial Services,Mass Customer,Yes
3202,Male,25.0,74,Office Assistant IV,Financial Services,Mass Customer,Yes
3204,Female,25.0,51,Media Manager III,Health,Mass Customer,Yes
3206,Female,25.0,32,Financial Advisor,Financial Services,Mass Customer,No
3209,Female,56.0,10,Civil Engineer,Manufacturing,Affluent Customer,No
3210,Female,32.0,80,Junior Executive,Manufacturing,Mass Customer,No
3211,Female,26.0,52,Automation Specialist II,Health,High Net Worth,Yes
3212,Female,39.0,62,Analog Circuit Design manager,Financial Services,Affluent Customer,No
3214,Female,27.0,2,Software Engineer III,Financial Services,Mass Customer,Yes
3216,Male,22.0,59,Database Administrator III,Manufacturing,Mass Customer,Yes
3217,Female,52.0,95,Physical Therapy Assistant,Manufacturing,Mass Customer,No
3218,Female,44.0,38,Information Systems Manager,Argiculture,Mass Customer,Yes
3219,Female,22.0,94,Web Developer III,Financial Services,Mass Customer,No
3220,Male,47.0,53,Research Assistant IV,Manufacturing,Affluent Customer,No
3221,Female,60.0,59,Internal Auditor,Property,High Net Worth,Yes
3224,Female,24.0,67,Automation Specialist III,Manufacturing,Affluent Customer,No
3225,Male,39.0,19,Chief Design Engineer,Health,Mass Customer,Yes
3228,Female,55.0,36,Social Worker,Health,Mass Customer,No
3229,Male,55.0,69,Sales Representative,Retail,High Net Worth,Yes
3230,Female,50.0,31,Executive Secretary,Financial Services,Mass Customer,No
3232,Female,26.0,7,Payment Adjustment Coordinator,Financial Services,Mass Customer,Yes
3233,Male,61.0,7,Tax Accountant,Financial Services,Mass Customer,Yes
3234,Male,33.0,35,Safety Technician II,Manufacturing,Mass Customer,Yes
3235,Male,55.0,88,Business Systems Development Analyst,Property,Affluent Customer,Yes
3237,Female,55.0,94,Assistant Manager,Manufacturing,Mass Customer,No
3238,Male,42.0,23,Executive Secretary,Retail,Mass Customer,No
3239,Female,48.0,15,Staff Scientist,Health,High Net Worth,No
3241,Male,40.0,34,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,Yes
3242,Female,62.0,4,General Manager,Manufacturing,Affluent Customer,Yes
3243,Male,47.0,24,Media Manager I,Health,Mass Customer,No
3244,Female,61.0,24,Systems Administrator I,Financial Services,Mass Customer,No
3245,Male,61.0,86,Graphic Designer,IT,High Net Worth,No
3246,Female,52.0,73,Senior Cost Accountant,Financial Services,Mass Customer,Yes
3247,Female,35.0,0,Structural Engineer,Manufacturing,Mass Customer,Yes
3251,Female,43.0,95,Safety Technician II,Financial Services,High Net Worth,Yes
3253,Female,30.0,42,Cost Accountant,Financial Services,High Net Worth,Yes
3254,Female,19.0,8,Human Resources Assistant I,Financial Services,Mass Customer,No
3256,Female,34.0,76,Professor,Financial Services,Affluent Customer,No
3258,Female,41.0,77,Sales Representative,Retail,Mass Customer,Yes
3260,Female,41.0,6,Research Associate,Telecommunications,High Net Worth,No
3262,Male,60.0,65,Product Engineer,Entertainment,Mass Customer,No
3263,Female,38.0,37,Business Systems Development Analyst,Manufacturing,Affluent Customer,No
3268,Female,34.0,93,General Manager,Manufacturing,Mass Customer,No
3270,Male,63.0,47,Administrative Officer,Financial Services,Mass Customer,Yes
3271,Female,34.0,21,Chief Design Engineer,Property,High Net Worth,Yes
3273,Female,42.0,72,General Manager,Entertainment,Mass Customer,No
3275,Female,44.0,24,Computer Systems Analyst IV,Manufacturing,Mass Customer,No
3278,Male,37.0,66,VP Product Management,Financial Services,Affluent Customer,No
3279,Male,61.0,55,Staff Scientist,Financial Services,Mass Customer,No
3280,Female,33.0,49,General Manager,Financial Services,Mass Customer,Yes
3282,Female,61.0,8,Clinical Specialist,Health,High Net Worth,No
3283,Female,41.0,46,Administrative Officer,Property,Mass Customer,Yes
3284,Female,28.0,98,Chief Design Engineer,Retail,Affluent Customer,No
3285,Male,33.0,51,Recruiter,Health,Affluent Customer,Yes
3286,Male,59.0,23,Assistant Media Planner,Entertainment,Mass Customer,No
3289,Male,42.0,43,Assistant Manager,Property,Mass Customer,No
3291,Female,64.0,33,Staff Accountant II,Manufacturing,Mass Customer,No
3292,Male,47.0,71,Web Designer I,Retail,Affluent Customer,Yes
3294,Female,33.0,90,Director of Sales,Manufacturing,Affluent Customer,No
3295,Male,56.0,14,Human Resources Assistant III,Retail,High Net Worth,Yes
3296,Female,45.0,78,Quality Engineer,Financial Services,Affluent Customer,Yes
3297,Male,45.0,39,Product Engineer,Manufacturing,Mass Customer,No
3299,Female,40.0,27,Systems Administrator II,Manufacturing,Affluent Customer,Yes
3300,Male,59.0,47,Executive Secretary,Retail,Mass Customer,No
3302,Male,63.0,17,Compensation Analyst,Financial Services,Affluent Customer,No
3303,Male,53.0,51,Structural Engineer,Telecommunications,Affluent Customer,Yes
3305,Male,43.0,25,Senior Developer,Health,Mass Customer,Yes
3306,Male,29.0,50,Compensation Analyst,Financial Services,Mass Customer,No
3307,Female,41.0,96,Analyst Programmer,Health,High Net Worth,No
3308,Female,41.0,5,Cost Accountant,Financial Services,Mass Customer,Yes
3310,Female,58.0,83,VP Marketing,Property,Affluent Customer,Yes
3315,Female,25.0,77,Account Executive,Property,Mass Customer,Yes
3317,Male,49.0,35,Actuary,Financial Services,Mass Customer,Yes
3320,Female,26.0,16,Nuclear Power Engineer,Manufacturing,High Net Worth,No
3323,Male,47.0,99,Account Representative I,Health,High Net Worth,No
3326,Male,45.0,83,Nurse,Manufacturing,High Net Worth,Yes
3327,Male,47.0,84,Teacher,Manufacturing,Mass Customer,No
3328,Female,58.0,58,Food Chemist,Health,Mass Customer,No
3332,Female,21.0,43,Account Representative III,Health,Mass Customer,No
3333,Female,41.0,30,Software Test Engineer II,Property,Mass Customer,Yes
3334,Female,55.0,63,VP Product Management,Health,Mass Customer,Yes
3335,Male,40.0,47,Editor,Health,Mass Customer,No
3336,Male,41.0,47,Research Assistant IV,Manufacturing,Mass Customer,Yes
3339,Male,34.0,76,Programmer Analyst III,Health,Mass Customer,No
3341,Female,39.0,19,Help Desk Technician,Retail,Affluent Customer,Yes
3346,Female,28.0,61,Software Consultant,Financial Services,High Net Worth,No
3348,Female,63.0,93,Pharmacist,Health,High Net Worth,Yes
3349,Male,39.0,11,Director of Sales,Argiculture,Affluent Customer,No
3350,Male,45.0,53,Analog Circuit Design manager,Manufacturing,Affluent Customer,No
3352,Male,25.0,14,Human Resources Assistant IV,Manufacturing,Affluent Customer,No
3355,Female,30.0,50,Staff Accountant I,Manufacturing,Mass Customer,No
3356,Male,61.0,47,Safety Technician II,Financial Services,Mass Customer,Yes
3357,Male,21.0,25,Design Engineer,Manufacturing,Affluent Customer,No
3358,Male,46.0,30,Engineer I,Manufacturing,Affluent Customer,Yes
3360,Female,57.0,77,Quality Engineer,Health,Affluent Customer,No
3361,Female,52.0,68,General Manager,Property,Mass Customer,Yes
3362,Male,48.0,60,VP Accounting,Financial Services,Affluent Customer,No
3363,Male,20.0,25,Electrical Engineer,Manufacturing,High Net Worth,Yes
3366,Male,45.0,98,Technical Writer,Manufacturing,Mass Customer,Yes
3367,Female,19.0,75,Librarian,Entertainment,Mass Customer,Yes
3368,Female,52.0,7,Technical Writer,Financial Services,Affluent Customer,No
3371,Female,42.0,56,Analyst Programmer,Retail,Mass Customer,No
3373,Female,29.0,19,Research Associate,Health,Mass Customer,No
3374,Female,60.0,77,Sales Associate,Manufacturing,Mass Customer,Yes
3375,Male,27.0,37,Accounting Assistant I,Financial Services,High Net Worth,Yes
3379,Female,21.0,51,Food Chemist,Health,Mass Customer,Yes
3380,Male,65.0,41,Speech Pathologist,Manufacturing,High Net Worth,Yes
3383,Male,38.0,47,Financial Analyst,Financial Services,Affluent Customer,Yes
3386,Male,20.0,24,Structural Engineer,IT,High Net Worth,Yes
3387,Female,43.0,19,General Manager,Manufacturing,Affluent Customer,Yes
3388,Male,33.0,81,VP Marketing,Retail,Mass Customer,No
3392,Male,43.0,41,Tax Accountant,Financial Services,Mass Customer,No
3393,Female,66.0,23,Technical Writer,Retail,Mass Customer,Yes
3394,Male,45.0,39,Environmental Specialist,Health,Mass Customer,No
3396,Male,59.0,18,Research Assistant I,Manufacturing,Mass Customer,Yes
3399,Male,24.0,95,VP Accounting,Financial Services,Mass Customer,No
3400,Female,32.0,46,Sales Associate,Financial Services,Mass Customer,Yes
3402,Female,35.0,73,Statistician II,Retail,Mass Customer,No
3403,Female,26.0,27,Senior Financial Analyst,Financial Services,Mass Customer,Yes
3404,Female,46.0,2,GIS Technical Architect,Property,Affluent Customer,No
3406,Female,41.0,35,Business Systems Development Analyst,IT,Mass Customer,Yes
3407,Male,58.0,53,Cost Accountant,Financial Services,High Net Worth,Yes
3408,Female,47.0,10,Tax Accountant,Manufacturing,Mass Customer,No
3409,Female,43.0,75,Desktop Support Technician,Argiculture,Mass Customer,No
3413,Female,22.0,93,VP Accounting,Financial Services,Mass Customer,No
3415,Male,57.0,43,Quality Engineer,Property,High Net Worth,Yes
3417,Female,47.0,91,Social Worker,Health,Mass Customer,No
3418,Female,60.0,18,Systems Administrator IV,Health,High Net Worth,No
3420,Male,39.0,96,Financial Advisor,Financial Services,Mass Customer,Yes
3421,Female,57.0,60,Computer Systems Analyst II,Health,Affluent Customer,Yes
3422,Female,42.0,38,Professor,Manufacturing,Mass Customer,No
3423,Female,20.0,57,Registered Nurse,Health,Affluent Customer,No
3424,Female,43.0,39,Automation Specialist III,Manufacturing,Affluent Customer,Yes
3425,Male,34.0,32,GIS Technical Architect,Manufacturing,Mass Customer,Yes
3426,Male,61.0,40,Assistant Media Planner,Entertainment,Mass Customer,No
3427,Male,39.0,67,Help Desk Operator,Financial Services,Mass Customer,Yes
3428,Female,45.0,77,Chemical Engineer,Manufacturing,Mass Customer,Yes
3430,Male,56.0,77,Research Nurse,Health,Affluent Customer,Yes
3431,Male,23.0,97,Community Outreach Specialist,Property,Affluent Customer,No
3432,Female,31.0,99,Junior Executive,Argiculture,Mass Customer,Yes
3433,Female,22.0,10,Computer Systems Analyst II,Property,Mass Customer,No
3434,Female,46.0,20,Account Coordinator,Health,Mass Customer,No
3438,Male,24.0,11,Project Manager,Manufacturing,Mass Customer,No
3440,Female,62.0,18,Senior Sales Associate,Manufacturing,Mass Customer,No
3441,Female,31.0,44,Legal Assistant,Manufacturing,High Net Worth,Yes
3442,Female,58.0,17,Research Associate,Retail,Mass Customer,Yes
3444,Female,42.0,75,Nurse Practicioner,Manufacturing,Affluent Customer,No
3448,Male,43.0,26,Software Consultant,Financial Services,High Net Worth,No
3449,Female,45.0,52,VP Quality Control,Argiculture,High Net Worth,Yes
3450,Female,26.0,85,Safety Technician III,Retail,Mass Customer,No
3452,Female,55.0,22,Marketing Manager,Retail,Mass Customer,No
3453,Female,31.0,57,Product Engineer,Retail,Affluent Customer,No
3458,Male,42.0,35,Web Developer III,Manufacturing,High Net Worth,Yes
3460,Male,20.0,22,Actuary,Financial Services,Mass Customer,No
3461,Male,57.0,28,Environmental Specialist,Manufacturing,Affluent Customer,Yes
3462,Female,63.0,96,Registered Nurse,Health,High Net Worth,No
3463,Male,35.0,7,Compensation Analyst,Financial Services,Affluent Customer,No
3464,Female,37.0,38,Staff Accountant III,Financial Services,Mass Customer,Yes
3465,Female,42.0,71,Chemical Engineer,Manufacturing,High Net Worth,Yes
3466,Male,40.0,65,Marketing Assistant,IT,Mass Customer,No
3467,Male,40.0,31,VP Quality Control,IT,Mass Customer,No
3469,Female,32.0,90,Nurse Practicioner,Health,Mass Customer,Yes
3470,Female,52.0,56,Recruiting Manager,Health,Affluent Customer,Yes
3471,Female,66.0,95,Quality Engineer,IT,High Net Worth,Yes
3474,Male,40.0,93,Assistant Manager,Manufacturing,Mass Customer,No
3475,Female,34.0,12,Director of Sales,Retail,Affluent Customer,No
3477,Female,24.0,90,Senior Developer,Financial Services,Affluent Customer,Yes
3478,Male,33.0,54,Quality Control Specialist,Health,Mass Customer,No
3481,Male,22.0,37,Systems Administrator IV,Manufacturing,High Net Worth,No
3482,Female,20.0,71,Clinical Specialist,Health,Affluent Customer,Yes
3483,Male,63.0,19,Senior Sales Associate,Health,High Net Worth,Yes
3484,Female,43.0,10,Information Systems Manager,Financial Services,High Net Worth,Yes
3485,Female,39.0,11,Account Representative II,Financial Services,High Net Worth,Yes
3486,Male,63.0,67,Business Systems Development Analyst,Manufacturing,Mass Customer,No
3487,Female,42.0,4,Analyst Programmer,Health,High Net Worth,No
3488,Male,44.0,63,Speech Pathologist,Manufacturing,Mass Customer,Yes
3489,Female,50.0,90,Help Desk Operator,Argiculture,Mass Customer,Yes
3490,Male,39.0,45,VP Product Management,Financial Services,High Net Worth,No
3491,Female,44.0,69,Business Systems Development Analyst,Financial Services,Affluent Customer,No
3492,Male,54.0,83,Civil Engineer,Manufacturing,Mass Customer,No
3493,Male,56.0,30,Research Assistant I,Health,High Net Worth,No
3494,Male,21.0,72,Account Representative IV,Argiculture,High Net Worth,No
3495,Female,32.0,57,Programmer III,Financial Services,High Net Worth,No
3496,Male,34.0,99,Editor,Manufacturing,Mass Customer,Yes
3497,Female,34.0,73,Administrative Assistant IV,Manufacturing,Affluent Customer,Yes
3501,Female,50.0,63,Operator,Telecommunications,Mass Customer,Yes
3502,Male,22.0,5,Senior Sales Associate,Retail,High Net Worth,Yes
3504,Female,56.0,39,Business Systems Development Analyst,Manufacturing,Mass Customer,Yes
3506,Female,44.0,19,Web Designer I,Financial Services,Mass Customer,No
3507,Male,65.0,70,Physical Therapy Assistant,Financial Services,Mass Customer,No
3508,Male,33.0,89,Pharmacist,Health,Mass Customer,No
3509,Female,41.0,85,Pharmacist,Health,Mass Customer,Yes
3511,Male,53.0,23,Food Chemist,Health,Affluent Customer,No
3512,Male,26.0,68,VP Accounting,Financial Services,Mass Customer,Yes
3515,Female,45.0,11,Staff Scientist,Telecommunications,High Net Worth,Yes
3518,Female,39.0,45,Biostatistician I,IT,Mass Customer,Yes
3519,Male,42.0,16,Software Consultant,Manufacturing,Mass Customer,Yes
3520,Male,56.0,41,Research Nurse,Health,Mass Customer,Yes
3522,Female,30.0,73,Cost Accountant,Financial Services,High Net Worth,Yes
3524,Male,46.0,38,Design Engineer,Financial Services,Mass Customer,Yes
3526,Male,41.0,84,General Manager,Telecommunications,High Net Worth,Yes
3527,Female,41.0,77,Senior Cost Accountant,Financial Services,High Net Worth,No
3529,Female,59.0,37,Structural Analysis Engineer,IT,High Net Worth,Yes
3531,Female,51.0,4,Marketing Manager,Retail,Affluent Customer,Yes
3532,Female,29.0,27,Media Manager I,Health,High Net Worth,Yes
3534,Female,45.0,92,Associate Professor,Manufacturing,Affluent Customer,Yes
3535,Female,25.0,8,Technical Writer,Manufacturing,High Net Worth,No
3536,Male,52.0,46,Professor,Retail,Affluent Customer,No
3537,Male,23.0,1,Graphic Designer,Financial Services,Mass Customer,No
3538,Male,42.0,19,Marketing Manager,Health,Mass Customer,No
3542,Female,45.0,23,Financial Analyst,Financial Services,Mass Customer,No
3543,Female,33.0,15,Food Chemist,Health,High Net Worth,Yes
3546,Female,36.0,91,GIS Technical Architect,Manufacturing,Affluent Customer,Yes
3547,Male,45.0,19,Senior Financial Analyst,Financial Services,Affluent Customer,No
3549,Female,54.0,0,Sales Representative,Retail,Mass Customer,No
3550,Female,31.0,50,Environmental Tech,Retail,Mass Customer,Yes
3551,Male,58.0,37,Pharmacist,Health,Mass Customer,Yes
3552,Male,27.0,33,Internal Auditor,Retail,Affluent Customer,Yes
3553,Male,45.0,97,Graphic Designer,Health,Mass Customer,No
3554,Male,42.0,34,GIS Technical Architect,IT,Mass Customer,Yes
3556,Female,22.0,38,Senior Developer,Manufacturing,High Net Worth,No
